Kilometro_num,Provincia,Cantón,region,Rural_urbano,Calzada_vertical,Calzada_horizontal,hora_grupo,fin_semana,estacion,calzada_tipo,estado_via,clima_grupo,tipo_colision,severidad_tipo_LLM,cobertura_emergencias_canton
1.0,san josé,san josé,central,urbana,plano,curva,18:00-23:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
91.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,alcance,7,7
1.0,cartago,cartago,central,urbana,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
71.0,guanacaste,nicoya,chorotega,rural,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,6
1.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
20.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,10
0.0,san josé,pérez zeledón,brunca,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,lluvia,interseccion,9,7
3.0,cartago,cartago,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
1.0,san josé,desamparados,central,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
12.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,7
6.0,guanacaste,abangares,chorotega,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,3
133.0,san josé,pérez zeledón,brunca,urbana,pendiente,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,alcance,7,7
7.0,san josé,pérez zeledón,brunca,rural,pendiente,curva,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,7
0.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,alcance,7,10
42.0,alajuela,san carlos,huetar norte,rural,pendiente,curva,06:00-11:59,1,verano,pavimentada,buena,lluvia,frontal,9,7
0.0,san josé,goicoechea,central,urbana,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
143.0,san josé,pérez zeledón,brunca,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,7
15.0,alajuela,grecia,central,urbana,plano,curva,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
16.0,san josé,aserrí,central,rural,plano,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,8
2.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
17.0,alajuela,alajuela,central,urbana,plano,curva,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
52.0,alajuela,san ramón,central,rural,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,objeto_fijo,9,8
11.0,heredia,belén,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
1.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
3.0,san josé,desamparados,central,urbana,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
0.0,puntarenas,puntarenas,pacífico central,rural,pendiente,curva,00:00-05:59,0,verano,pavimentada,buena,bueno,lateral,10,7
1.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,10
44.0,alajuela,naranjo,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,6
103.0,puntarenas,montes de oro,pacífico central,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,4
10.0,san josé,curridabat,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
1.0,san josé,curridabat,central,urbana,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
219.0,guanacaste,liberia,chorotega,rural,plano,curva,18:00-23:59,0,invierno,pavimentada,buena,lluvia,lateral,10,9
4.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,10
1.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,frontal,9,10
0.0,san josé,santa ana,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,10
5.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
2.0,alajuela,alajuela,central,urbana,pendiente,curva,00:00-05:59,1,invierno,pavimentada,buena,bueno,frontal,9,10
12.0,guanacaste,carrillo,chorotega,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
0.0,san josé,goicoechea,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,alcance,7,10
24.0,alajuela,san carlos,huetar norte,rural,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,7
143.0,limón,limón,huetar caribe,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,interseccion,9,9
2.0,alajuela,naranjo,central,urbana,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,lateral,10,6
191.0,guanacaste,bagaces,chorotega,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,4
85.0,alajuela,san carlos,huetar norte,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
19.0,puntarenas,garabito,pacífico central,urbana,plano,curva,18:00-23:59,0,verano,pavimentada,buena,bueno,alcance,7,6
86.0,limón,siquirres,huetar caribe,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,riesgo,bueno,lateral,10,7
12.0,heredia,belén,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,lluvia,frontal,9,10
147.0,san josé,pérez zeledón,brunca,rural,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,alcance,7,7
8.0,san josé,santa ana,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
0.0,san josé,desamparados,central,urbana,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,10
38.0,alajuela,atenas,central,rural,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
0.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,alcance,7,10
83.0,limón,guácimo,huetar caribe,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,interseccion,9,5
51.0,puntarenas,parrita,pacífico central,rural,plano,curva,00:00-05:59,0,verano,pavimentada,buena,bueno,frontal,9,4
33.0,alajuela,upala,huetar norte,rural,plano,curva,18:00-23:59,0,invierno,pavimentada,buena,lluvia,lateral,10,5
28.0,heredia,sarapiquí,huetar norte,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,2
2.0,alajuela,zarcero,central,rural,pendiente,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,frontal,9,3
11.0,san josé,aserrí,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,8
5.0,puntarenas,quepos,pacífico central,rural,plano,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
58.0,alajuela,orotina,pacífico central,rural,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,5
2.0,san josé,santa ana,central,rural,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,10
5.0,san josé,pérez zeledón,brunca,rural,plano,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,7
2.0,san josé,escazú,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
5.0,cartago,turrialba,central,rural,pendiente,recta,06:00-11:59,1,invierno,pavimentada,riesgo,bueno,interseccion,9,7
2.0,heredia,santo domingo,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,9
10.0,heredia,belén,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
12.0,san josé,santa ana,central,urbana,pendiente,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,10
7.0,heredia,heredia,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,alcance,7,10
13.0,limón,pococí,huetar caribe,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,6
24.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,lluvia,alcance,7,10
22.0,heredia,sarapiquí,huetar norte,rural,plano,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,2
106.0,limón,siquirres,huetar caribe,urbana,plano,recta,00:00-05:59,1,verano,pavimentada,buena,lluvia,frontal,9,7
13.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,alcance,7,10
41.0,alajuela,orotina,pacífico central,rural,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,interseccion,9,5
85.0,puntarenas,esparza,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
10.0,san josé,san josé,central,urbana,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
4.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
81.0,limón,guácimo,huetar caribe,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,5
3.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,alcance,7,7
8.0,guanacaste,bagaces,chorotega,rural,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,4
74.0,puntarenas,esparza,pacífico central,rural,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,lluvia,frontal,9,6
3.0,san josé,san josé,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,10
131.0,limón,matina,huetar caribe,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,3
7.0,cartago,paraíso,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,lateral,10,8
7.0,alajuela,alajuela,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,10
84.0,puntarenas,esparza,pacífico central,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
10.0,san josé,pérez zeledón,brunca,rural,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,frontal,9,7
142.0,san josé,pérez zeledón,brunca,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,7
50.0,alajuela,palmares,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,6
132.0,limón,matina,huetar caribe,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,3
43.0,alajuela,san ramón,central,rural,pendiente,curva,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,8
21.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
152.0,puntarenas,osa,brunca,rural,plano,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,2
3.0,alajuela,grecia,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,6
135.0,san josé,pérez zeledón,brunca,urbana,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,7
74.0,limón,guácimo,huetar caribe,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,riesgo,bueno,alcance,7,5
48.0,alajuela,palmares,central,urbana,pendiente,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,alcance,7,6
14.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
1.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
75.0,alajuela,los chiles,huetar norte,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,2
1.0,alajuela,san ramón,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,lluvia,frontal,9,8
2.0,limón,limón,huetar caribe,urbana,plano,curva,06:00-11:59,1,verano,no_pavimentada,riesgo,bueno,frontal,9,9
3.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,10
26.0,guanacaste,santa cruz,chorotega,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,alcance,7,6
4.0,cartago,la unión,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,9
161.0,san josé,pérez zeledón,brunca,rural,plano,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,7
9.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
19.0,alajuela,san carlos,huetar norte,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,7
42.0,cartago,turrialba,central,rural,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
171.0,guanacaste,santa cruz,chorotega,rural,plano,recta,18:00-23:59,0,verano,no_pavimentada,buena,bueno,lateral,10,6
13.0,cartago,la unión,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,9
4.0,heredia,san pablo,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,9
39.0,cartago,el guarco,central,rural,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,frontal,9,9
3.0,san josé,san josé,central,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
1.0,heredia,heredia,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
55.0,alajuela,upala,huetar norte,rural,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,5
0.0,san josé,desamparados,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
7.0,san josé,curridabat,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,alcance,7,10
37.0,alajuela,naranjo,central,urbana,pendiente,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
91.0,puntarenas,esparza,pacífico central,urbana,pendiente,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,interseccion,9,6
9.0,heredia,sarapiquí,huetar norte,rural,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,lateral,10,2
1.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
0.0,puntarenas,esparza,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,lluvia,interseccion,9,6
164.0,puntarenas,osa,brunca,rural,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,lluvia,objeto_fijo,9,2
3.0,cartago,cartago,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,alcance,7,10
108.0,limón,siquirres,huetar caribe,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,7
10.0,cartago,la unión,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,9
47.0,alajuela,san carlos,huetar norte,rural,pendiente,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,alcance,7,7
12.0,cartago,la unión,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,9
21.0,alajuela,valverde vega,central,urbana,pendiente,curva,18:00-23:59,0,invierno,pavimentada,buena,lluvia,frontal,9,5
19.0,cartago,cartago,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
7.0,heredia,heredia,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
0.0,san josé,goicoechea,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
50.0,alajuela,san ramón,central,urbana,pendiente,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,frontal,9,8
90.0,puntarenas,esparza,pacífico central,urbana,pendiente,curva,06:00-11:59,1,verano,pavimentada,buena,bueno,alcance,7,6
7.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
142.0,san josé,pérez zeledón,brunca,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,interseccion,9,7
3.0,cartago,la unión,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,alcance,7,9
100.0,puntarenas,quepos,pacífico central,rural,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
1.0,alajuela,naranjo,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,6
23.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
2.0,san josé,san josé,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,10
2.0,alajuela,alajuela,central,urbana,plano,curva,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
64.0,limón,pococí,huetar caribe,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,6
4.0,san josé,goicoechea,central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
8.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
2.0,alajuela,san ramón,central,rural,plano,curva,00:00-05:59,1,invierno,pavimentada,buena,bueno,lateral,10,8
7.0,cartago,cartago,central,urbana,plano,curva,00:00-05:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
0.0,alajuela,naranjo,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
20.0,alajuela,alajuela,central,urbana,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
2.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,alcance,7,10
0.0,alajuela,alajuela,central,rural,plano,curva,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,10
70.0,alajuela,san ramón,central,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,lluvia,interseccion,9,8
1.0,san josé,montes de oca,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
58.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,7
1.0,cartago,cartago,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
11.0,alajuela,san carlos,huetar norte,urbana,pendiente,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,7
10.0,san josé,santa ana,central,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,lateral,10,10
185.0,guanacaste,bagaces,chorotega,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,4
158.0,guanacaste,nicoya,chorotega,rural,plano,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,6
17.0,alajuela,grecia,central,urbana,pendiente,curva,00:00-05:59,0,verano,pavimentada,buena,bueno,lateral,10,6
2.0,cartago,cartago,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
4.0,san josé,moravia,central,urbana,plano,curva,00:00-05:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
18.0,cartago,cartago,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,10
0.0,heredia,sarapiquí,huetar norte,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,alcance,7,2
0.0,cartago,cartago,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
1.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
25.0,alajuela,alajuela,central,urbana,plano,curva,12:00-17:59,1,invierno,pavimentada,buena,lluvia,alcance,7,10
5.0,cartago,el guarco,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,alcance,7,9
6.0,san josé,escazú,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,alcance,7,10
45.0,limón,siquirres,huetar caribe,rural,pendiente,curva,12:00-17:59,0,invierno,pavimentada,riesgo,lluvia,alcance,7,7
5.0,heredia,heredia,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,alcance,7,10
6.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
1.0,cartago,cartago,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
66.0,alajuela,san ramón,huetar norte,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,frontal,9,8
77.0,puntarenas,corredores,brunca,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,lateral,10,6
3.0,alajuela,alajuela,central,urbana,pendiente,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,frontal,9,10
69.0,limón,guácimo,huetar caribe,rural,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,5
5.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
9.0,guanacaste,carrillo,chorotega,rural,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
1.0,alajuela,alajuela,central,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,alcance,7,10
3.0,cartago,cartago,central,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,alcance,7,10
36.0,alajuela,atenas,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,6
7.0,san josé,vázquez de coronado,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
30.0,heredia,sarapiquí,huetar norte,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,frontal,9,2
1.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,lluvia,interseccion,9,10
316.0,puntarenas,golfito,brunca,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,5
2.0,san josé,san josé,central,urbana,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
22.0,guanacaste,santa cruz,chorotega,rural,pendiente,curva,12:00-17:59,1,verano,pavimentada,buena,bueno,frontal,9,6
54.0,guanacaste,nicoya,chorotega,rural,pendiente,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
8.0,alajuela,san ramón,central,rural,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,8
24.0,cartago,cartago,central,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
47.0,alajuela,san carlos,huetar norte,rural,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,7
223.0,guanacaste,santa cruz,chorotega,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
156.0,san josé,pérez zeledón,brunca,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
0.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
270.0,puntarenas,osa,brunca,rural,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,2
17.0,san josé,moravia,central,rural,pendiente,curva,18:00-23:59,1,invierno,pavimentada,buena,bueno,frontal,9,10
62.0,limón,pococí,huetar caribe,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,6
38.0,puntarenas,garabito,pacífico central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,6
60.0,alajuela,san ramón,huetar norte,rural,plano,curva,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,8
9.0,guanacaste,carrillo,chorotega,rural,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,6
103.0,alajuela,san carlos,huetar norte,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,lluvia,lateral,10,7
7.0,cartago,la unión,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,9
115.0,limón,matina,huetar caribe,rural,plano,curva,12:00-17:59,0,verano,pavimentada,buena,lluvia,frontal,9,3
1.0,san josé,san josé,central,urbana,plano,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
86.0,alajuela,san carlos,huetar norte,urbana,plano,curva,06:00-11:59,1,invierno,pavimentada,buena,bueno,alcance,7,7
2.0,san josé,san josé,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
40.0,san josé,desamparados,central,rural,plano,curva,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,10
12.0,san josé,montes de oca,central,urbana,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,lateral,10,10
26.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,10
4.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
2.0,guanacaste,nicoya,chorotega,rural,plano,recta,06:00-11:59,0,invierno,no_pavimentada,riesgo,bueno,frontal,9,6
2.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,10
10.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,10
0.0,limón,limón,huetar caribe,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,9
68.0,alajuela,san carlos,huetar norte,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,7
9.0,heredia,sarapiquí,huetar norte,rural,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,2
19.0,san josé,vázquez de coronado,central,rural,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
50.0,alajuela,palmares,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,6
150.0,limón,limón,huetar caribe,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,9
12.0,alajuela,alajuela,central,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
29.0,alajuela,grecia,central,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,6
